Date,Team1,Score1,Team2,Score2,Total_Score,Odd_Even
2015-09-15,KT,3,NC,11,14,E
2015-09-15,한화,7,KIA,3,10,E
2015-09-15,SK,6,삼성,3,9,O
2015-09-15,롯데,8,두산,2,10,E
2015-09-16,롯데,9,두산,7,16,E
2015-09-16,LG,4,넥센,1,5,O
2015-09-16,SK,7,삼성,5,12,E
2015-09-16,한화,3,KIA,4,7,O
2015-09-17,NC,11,한화,7,18,E
2015-09-17,KT,3,KIA,1,4,E
2015-09-17,SK,5,삼성,10,15,O
2015-09-17,롯데,0,두산,13,13,O
2015-09-18,두산,4,삼성,10,14,E
2015-09-18,NC,15,한화,2,17,O
2015-09-18,SK,3,롯데,1,4,E
2015-09-19,두산,6,한화,7,13,O
2015-09-19,KIA,4,SK,8,12,E
2015-09-19,넥센,7,LG,5,12,E
2015-09-20,KT,3,LG,7,10,E
2015-09-20,KIA,2,SK,9,11,O
2015-09-20,두산,16,한화,4,20,E
2015-09-20,삼성,17,롯데,13,30,E
2015-09-20,넥센,3,NC,9,12,E
2015-09-22,NC,0,삼성,2,2,E
2015-09-22,LG,15,KIA,5,20,E
2015-09-22,두산,6,롯데,5,11,O
2015-09-23,삼성,11,KT,0,11,O
2015-09-23,SK,0,넥센,10,10,E
2015-09-24,두산,3,롯데,2,5,O
2015-09-24,SK,12,넥센,4,16,E
2015-09-24,삼성,5,KT,2,7,O
2015-09-24,두산,10,롯데,6,16,E
2015-09-24,KIA,5,NC,16,21,O
2015-09-25,LG,5,NC,4,9,O
2015-09-25,넥센,0,한화,4,4,E
2015-09-25,삼성,3,SK,4,7,O
2015-09-25,KT,10,두산,4,14,E
2015-09-26,삼성,3,두산,14,17,O
2015-09-26,SK,5,KIA,7,12,E
2015-09-26,넥센,3,한화,13,16,E
2015-09-27,롯데,4,NC,2,6,E
2015-09-27,KT,3,넥센,4,7,O
2015-09-27,LG,10,두산,3,13,O
2015-09-29,KIA,6,롯데,4,10,E
2015-09-29,삼성,6,한화,7,13,O
2015-09-29,KT,0,SK,10,10,E
2015-09-29,NC,6,넥센,5,11,O
2015-09-30,NC,17,두산,5,22,E
2015-09-30,LG,1,SK,8,9,O
2015-09-30,삼성,6,한화,18,24,E
2015-09-30,KIA,13,롯데,1,14,E
2015-10-01,NC,7,LG,2,9,O
2015-10-01,한화,3,넥센,4,7,O
2015-10-01,두산,2,SK,1,3,O
2015-10-02,두산,1,KIA,2,3,O
2015-10-02,KT,4,삼성,5,9,O
2015-10-02,NC,9,SK,2,11,O
2015-10-02,롯데,6,넥센,10,16,E
2015-10-02,한화,6,LG,3,9,O
2015-10-03,두산,9,KIA,7,16,E
2015-10-03,한화,1,KT,4,5,O
2015-10-03,NC,3,SK,4,7,O
2015-10-03,삼성,1,넥센,0,1,O
2015-10-03,롯데,2,LG,5,7,O
2015-10-04,KIA,0,두산,9,9,O
2015-10-04,KT,3,롯데,6,9,O
2015-10-06,LG,4,KIA,2,6,E
2015-10-07,SK,4,넥센,5,9,O
2015-10-10,넥센,3,두산,4,7,O
2015-10-11,넥센,2,두산,3,5,O
2015-10-13,두산,2,넥센,5,7,O
2015-10-14,두산,11,넥센,9,20,E
2015-10-18,두산,7,NC,0,7,O
2015-10-21,NC,16,두산,2,18,E
2015-10-22,NC,0,두산,7,7,O
2015-10-24,두산,6,NC,4,10,E
2015-10-27,두산,6,삼성,1,7,O
2015-10-29,삼성,1,두산,5,6,E
2015-10-30,삼성,3,두산,4,7,O
2015-10-31,삼성,2,두산,13,15,O
2016-04-01,한화,4,LG,5,9,O
2016-04-01,롯데,2,넥센,1,3,O
2016-04-01,KT,8,SK,4,12,E
2016-04-01,두산,5,삼성,1,6,E
2016-04-01,KIA,4,NC,5,9,O
2016-04-02,롯데,3,넥센,5,8,E
2016-04-02,KIA,4,NC,3,7,O
2016-04-02,두산,6,삼성,10,16,E
2016-04-02,KT,3,SK,4,7,O
2016-04-02,한화,7,LG,8,15,O
2016-04-03,롯데,5,넥센,6,11,O
2016-04-03,KT,5,SK,4,9,O
2016-04-05,SK,1,롯데,2,3,O
2016-04-05,LG,1,KIA,4,5,O
2016-04-05,넥센,5,한화,9,14,E
2016-04-05,삼성,3,KT,8,11,O
2016-04-05,NC,2,두산,6,8,E
2016-04-06,NC,0,두산,2,2,E
2016-04-06,삼성,11,KT,6,17,O
2016-04-06,넥센,6,한화,4,10,E
2016-04-06,SK,1,롯데,11,12,E
2016-04-07,SK,8,롯데,3,11,O
2016-04-07,LG,8,KIA,4,12,E
2016-04-07,넥센,7,한화,3,10,E
2016-04-07,삼성,3,KT,1,4,E
2016-04-07,NC,8,두산,2,10,E
2016-04-08,한화,4,NC,5,9,O
2016-04-08,삼성,7,롯데,3,10,E
2016-04-08,KIA,0,KT,4,4,E
2016-04-08,LG,2,SK,3,5,O
2016-04-08,넥센,4,두산,6,10,E
2016-04-09,삼성,4,롯데,7,11,O
2016-04-09,넥센,9,두산,9,18,E
2016-04-09,LG,3,SK,4,7,O
2016-04-09,KIA,6,KT,3,9,O
2016-04-09,한화,1,NC,10,11,O
2016-04-10,한화,2,NC,1,3,O
2016-04-10,삼성,1,롯데,5,6,E
2016-04-10,KIA,6,KT,9,15,O
2016-04-10,넥센,5,두산,4,9,O
2016-04-10,LG,6,SK,7,13,O
2016-04-12,NC,5,삼성,16,21,O
2016-04-12,두산,8,한화,2,10,E
2016-04-12,KIA,7,SK,6,13,O
2016-04-12,KT,2,넥센,5,7,O
2016-04-12,롯데,11,LG,12,23,O
2016-04-13,NC,7,삼성,2,9,O
2016-04-13,두산,7,한화,3,10,E
2016-04-13,KIA,0,SK,2,2,E
2016-04-13,KT,7,넥센,6,13,O
2016-04-13,롯데,3,LG,5,8,E
2016-04-14,롯데,9,LG,0,9,O
2016-04-14,KT,5,넥센,4,9,O
2016-04-14,KIA,6,SK,7,13,O
2016-04-14,두산,17,한화,2,19,O
2016-04-14,NC,5,삼성,7,12,E
2016-04-15,롯데,0,NC,3,3,O
2016-04-15,넥센,6,KIA,11,17,O
2016-04-15,LG,18,한화,2,20,E
2016-04-15,SK,7,KT,3,10,E
2016-04-15,삼성,2,두산,7,9,O
2016-04-17,삼성,2,두산,6,8,E
2016-04-17,SK,10,KT,6,16,E
2016-04-17,넥센,2,KIA,1,3,O
2016-04-17,롯데,8,NC,5,13,O
2016-04-17,LG,6,한화,4,10,E
2016-04-19,한화,3,롯데,4,7,O
2016-04-19,삼성,2,KIA,7,9,O
2016-04-19,두산,3,KT,2,5,O
2016-04-19,넥센,3,SK,1,4,E
2016-04-19,NC,8,LG,1,9,O
2016-04-20,한화,4,롯데,10,14,E
2016-04-20,삼성,2,KIA,1,3,O
2016-04-20,두산,13,KT,4,17,O
2016-04-20,넥센,1,SK,9,10,E
2016-04-20,NC,3,LG,6,9,O
2016-04-21,NC,8,LG,5,13,O
2016-04-21,넥센,2,SK,3,5,O
2016-04-21,두산,3,KT,8,11,O
2016-04-21,삼성,8,KIA,1,9,O
2016-04-21,한화,9,롯데,5,14,E
2016-04-22,KIA,5,롯데,7,12,E
2016-04-22,KT,13,삼성,3,16,E
2016-04-22,NC,6,SK,5,11,O
2016-04-22,LG,2,넥센,10,12,E
2016-04-22,한화,2,두산,8,10,E
2016-04-23,KIA,16,롯데,10,26,E
2016-04-23,KT,11,삼성,6,17,O
2016-04-23,NC,2,SK,8,10,E
2016-04-23,LG,2,넥센,14,16,E
2016-04-23,한화,2,두산,3,5,O
2016-04-24,LG,5,넥센,3,8,E
2016-04-24,NC,2,SK,3,5,O
2016-04-24,KT,0,삼성,6,6,E
2016-04-24,KIA,11,롯데,4,15,O
2016-04-24,한화,1,두산,5,6,E
2016-04-26,넥센,3,NC,4,7,O
2016-04-26,LG,2,삼성,0,2,E
2016-04-26,KIA,2,한화,4,6,E
2016-04-26,롯데,1,KT,2,3,O
2016-04-26,SK,3,두산,4,7,O
2016-04-27,롯데,4,KT,0,4,E
2016-04-27,SK,3,두산,1,4,E
2016-04-28,SK,1,두산,4,5,O
2016-04-28,롯데,8,KT,3,11,O
2016-04-28,KIA,2,한화,3,5,O
2016-04-28,LG,7,삼성,9,16,E
2016-04-28,넥센,4,NC,2,6,E
2016-04-29,NC,6,롯데,3,9,O
2016-04-29,두산,1,KIA,4,5,O
2016-04-29,삼성,5,한화,10,15,O
2016-04-29,SK,4,넥센,3,7,O
2016-04-29,KT,3,LG,4,7,O
2016-04-30,KT,3,LG,2,5,O
2016-04-30,SK,5,넥센,1,6,E
2016-04-30,삼성,6,한화,3,9,O
2016-04-30,두산,7,KIA,5,12,E
2016-04-30,NC,8,롯데,1,9,O
2016-05-01,KT,2,LG,4,6,E
2016-05-01,SK,1,넥센,11,12,E
2016-05-01,삼성,8,한화,9,17,O
2016-05-01,NC,5,롯데,2,7,O
2016-05-01,두산,4,KIA,1,5,O
2016-05-03,롯데,2,KIA,3,5,O
2016-05-03,넥센,5,삼성,0,5,O
2016-05-03,한화,7,SK,2,9,O
2016-05-04,두산,17,LG,1,18,E
2016-05-04,한화,1,SK,5,6,E
2016-05-04,NC,8,KT,6,14,E
2016-05-04,넥센,6,삼성,3,9,O
2016-05-04,롯데,2,KIA,3,5,O
2016-05-05,롯데,1,KIA,17,18,E
2016-05-05,넥센,2,삼성,5,7,O
2016-05-05,NC,15,KT,2,17,O
2016-05-05,한화,6,SK,19,25,O
2016-05-05,두산,7,LG,8,15,O
2016-05-06,롯데,7,두산,0,7,O
2016-05-06,KIA,6,넥센,15,21,O
2016-05-06,한화,3,KT,10,13,O
2016-05-06,SK,4,삼성,5,9,O
2016-05-06,LG,2,NC,13,15,O
2016-05-07,LG,1,NC,4,5,O
2016-05-07,SK,6,삼성,3,9,O
2016-05-07,한화,10,KT,17,27,O
2016-05-07,KIA,3,넥센,4,7,O
2016-05-07,롯데,5,두산,0,5,O
2016-05-08,LG,5,NC,11,16,E
2016-05-08,SK,7,삼성,8,15,O
2016-05-08,한화,4,KT,7,11,O
2016-05-08,롯데,17,두산,11,28,E
2016-05-08,KIA,6,넥센,7,13,O
2016-05-10,두산,11,SK,7,18,E
2016-05-10,삼성,9,LG,3,12,E
2016-05-11,삼성,2,LG,16,18,E
2016-05-11,두산,7,SK,3,10,E
2016-05-11,NC,5,한화,6,11,O
2016-05-11,KT,3,KIA,8,11,O
2016-05-11,넥센,16,롯데,2,18,E
2016-05-12,넥센,1,롯데,8,9,O
2016-05-12,KT,6,KIA,10,16,E
2016-05-12,NC,12,한화,1,13,O
2016-05-12,두산,2,SK,5,7,O
2016-05-12,삼성,7,LG,5,12,E
2016-05-13,SK,1,LG,2,3,O
2016-05-13,두산,8,넥센,4,12,E
2016-05-13,롯데,14,삼성,8,22,E
2016-05-13,한화,2,KIA,4,6,E
2016-05-13,KT,5,NC,4,9,O
2016-05-14,KT,6,NC,3,9,O
2016-05-14,한화,0,KIA,8,8,E
2016-05-14,롯데,4,삼성,10,14,E
2016-05-14,두산,12,넥센,2,14,E
2016-05-14,SK,3,LG,12,15,O
2016-05-15,두산,5,넥센,3,8,E
2016-05-15,한화,7,KIA,8,15,O
2016-05-15,KT,2,NC,2,4,E
2016-05-15,롯데,8,삼성,3,11,O
2016-05-17,한화,4,삼성,5,9,O
2016-05-17,LG,9,KT,7,16,E
2016-05-17,롯데,3,SK,7,10,E
2016-05-17,NC,3,넥센,5,8,E
2016-05-17,KIA,3,두산,4,7,O
2016-05-18,KIA,5,두산,15,20,E
2016-05-18,NC,6,넥센,9,15,O
2016-05-18,롯데,3,SK,5,8,E
2016-05-18,LG,6,KT,2,8,E
2016-05-18,한화,2,삼성,13,15,O
2016-05-19,한화,9,삼성,6,15,O
2016-05-19,LG,4,KT,0,4,E
2016-05-19,롯데,4,SK,3,7,O
2016-05-19,NC,6,넥센,2,8,E
2016-05-19,KIA,3,두산,8,11,O
2016-05-20,삼성,12,NC,2,14,E
2016-05-20,두산,19,롯데,5,24,E
2016-05-20,SK,4,KIA,5,9,O
2016-05-20,KT,2,한화,11,13,O
2016-05-20,넥센,3,LG,4,7,O
2016-05-21,넥센,7,LG,5,12,E
2016-05-21,KT,8,한화,8,16,E
2016-05-21,SK,8,KIA,7,15,O
2016-05-21,두산,6,롯데,4,10,E
2016-05-21,삼성,2,NC,10,12,E
2016-05-22,삼성,8,NC,9,17,O
2016-05-22,두산,4,롯데,10,14,E
2016-05-22,SK,4,KIA,7,11,O
2016-05-22,KT,18,한화,7,25,O
2016-05-22,넥센,4,LG,5,9,O
2016-05-24,KIA,4,삼성,2,6,E
2016-05-24,한화,1,넥센,2,3,O
2016-05-24,KT,5,두산,8,13,O
2016-05-25,KT,10,두산,13,23,O
2016-05-25,한화,8,넥센,9,17,O
2016-05-25,KIA,3,삼성,6,9,O
2016-05-25,LG,1,롯데,2,3,O
2016-05-25,SK,0,NC,5,5,O
2016-05-26,SK,9,NC,6,15,O
2016-05-26,LG,4,롯데,7,11,O
2016-05-26,KIA,9,삼성,2,11,O
2016-05-26,한화,7,넥센,6,13,O
2016-05-26,KT,3,두산,6,9,O
2016-05-27,NC,13,KIA,7,20,E
2016-05-27,롯데,7,한화,11,18,E
2016-05-27,넥센,0,KT,8,8,E
2016-05-27,삼성,2,SK,8,10,E
2016-05-27,LG,1,두산,5,6,E
2016-05-28,LG,2,두산,3,5,O
2016-05-28,삼성,15,SK,1,16,E
2016-05-28,넥센,3,KT,1,4,E
2016-05-28,롯데,6,한화,9,15,O
2016-05-28,NC,13,KIA,5,18,E
2016-05-29,NC,9,KIA,8,17,O
2016-05-29,넥센,5,KT,2,7,O
2016-05-29,삼성,9,SK,6,15,O
2016-05-29,LG,16,두산,8,24,E
2016-05-29,롯데,2,한화,9,11,O
2016-05-31,KIA,6,LG,6,12,E
2016-05-31,삼성,4,넥센,1,5,O
2016-05-31,SK,4,한화,8,12,E
2016-05-31,KT,5,롯데,9,14,E
2016-05-31,두산,6,NC,5,11,O
2016-06-01,KIA,5,LG,1,6,E
2016-06-01,삼성,4,넥센,6,10,E
2016-06-01,SK,7,한화,2,9,O
2016-06-01,KT,0,롯데,2,2,E
2016-06-01,두산,1,NC,5,6,E
2016-06-02,두산,3,NC,4,7,O
2016-06-02,KT,2,롯데,1,3,O
2016-06-02,SK,1,한화,4,5,O
2016-06-02,삼성,14,넥센,6,20,E
2016-06-02,KIA,1,LG,9,10,E
2016-06-03,SK,1,두산,4,5,O
2016-06-03,LG,2,KT,3,5,O
2016-06-03,한화,4,삼성,3,7,O
2016-06-03,넥센,9,KIA,1,10,E
2016-06-03,NC,5,롯데,3,8,E
2016-06-04,한화,8,삼성,7,15,O
2016-06-04,LG,13,KT,4,17,O
2016-06-04,SK,6,두산,7,13,O
2016-06-05,SK,0,두산,7,7,O
2016-06-05,LG,2,KT,10,12,E
2016-06-05,한화,6,삼성,5,11,O
2016-06-05,넥센,4,KIA,3,7,O
2016-06-05,NC,14,롯데,7,21,O
2016-06-07,넥센,1,NC,5,6,E
2016-06-07,KIA,3,한화,5,8,E
2016-06-07,두산,9,KT,1,10,E
2016-06-07,롯데,9,SK,6,15,O
2016-06-07,삼성,8,LG,5,13,O
2016-06-08,넥센,3,NC,7,10,E
2016-06-08,KIA,3,한화,5,8,E
2016-06-08,두산,4,KT,5,9,O
2016-06-08,롯데,3,SK,2,5,O
2016-06-08,삼성,6,LG,12,18,E
2016-06-09,삼성,4,LG,10,14,E
2016-06-09,롯데,5,SK,6,11,O
2016-06-09,두산,7,KT,4,11,O
2016-06-09,KIA,12,한화,1,13,O
2016-06-09,넥센,4,NC,16,20,E
2016-06-10,삼성,0,KIA,4,4,E
2016-06-10,LG,1,한화,2,3,O
2016-06-10,NC,6,SK,2,8,E
2016-06-10,KT,6,넥센,4,10,E
2016-06-10,롯데,3,두산,5,8,E
2016-06-11,롯데,10,두산,8,18,E
2016-06-11,KT,2,넥센,3,5,O
2016-06-11,NC,7,SK,6,13,O
2016-06-11,LG,5,한화,3,8,E
2016-06-11,삼성,5,KIA,4,9,O
2016-06-12,삼성,10,KIA,7,17,O
2016-06-12,LG,5,한화,6,11,O
2016-06-12,NC,11,SK,8,19,O
2016-06-12,KT,1,넥센,11,12,E
2016-06-12,롯데,4,두산,5,9,O
2016-06-14,NC,10,LG,7,17,O
2016-06-14,롯데,6,넥센,9,15,O
2016-06-14,한화,3,KT,5,8,E
2016-06-14,SK,4,삼성,1,5,O
2016-06-14,두산,8,KIA,6,14,E
2016-06-15,두산,7,KIA,4,11,O
2016-06-15,SK,13,삼성,3,16,E
2016-06-15,롯데,11,넥센,6,17,O
2016-06-16,두산,13,KIA,4,17,O
2016-06-16,SK,11,삼성,3,14,E
2016-06-16,한화,4,KT,7,11,O
2016-06-16,롯데,7,넥센,10,17,O
2016-06-16,NC,3,LG,0,3,O
2016-06-17,KIA,6,LG,3,9,O
2016-06-17,NC,11,KT,1,12,E
2016-06-17,넥센,5,한화,8,13,O
2016-06-17,두산,2,삼성,5,7,O
2016-06-17,SK,12,롯데,1,13,O
2016-06-18,SK,4,롯데,0,4,E
2016-06-18,두산,6,삼성,5,11,O
2016-06-18,넥센,11,한화,6,17,O
2016-06-18,NC,7,KT,3,10,E
2016-06-18,KIA,1,LG,7,8,E
2016-06-19,SK,3,롯데,10,13,O
2016-06-19,두산,3,삼성,1,4,E
2016-06-19,넥센,11,한화,6,17,O
2016-06-19,NC,15,KT,7,22,E
2016-06-19,KIA,9,LG,5,14,E
2016-06-21,KT,1,두산,12,13,O
2016-06-21,삼성,8,넥센,12,20,E
2016-06-21,LG,9,SK,5,14,E
2016-06-21,롯데,6,KIA,9,15,O
2016-06-21,한화,8,NC,2,10,E
2016-06-22,롯데,18,KIA,5,23,O
2016-06-22,LG,2,SK,10,12,E
2016-06-22,삼성,1,넥센,4,5,O
2016-06-23,한화,3,NC,3,6,E
2016-06-23,롯데,2,KIA,6,8,E
2016-06-23,LG,2,SK,10,12,E
2016-06-23,삼성,4,넥센,0,4,E
2016-06-23,KT,9,두산,4,13,O
2016-06-24,넥센,7,LG,9,16,E
2016-06-24,두산,3,SK,5,8,E
2016-06-24,롯데,4,한화,2,6,E
2016-06-24,KT,5,삼성,4,9,O
2016-06-24,KIA,6,NC,2,8,E
2016-06-25,KIA,9,NC,0,9,O
2016-06-25,KT,13,삼성,8,21,O
2016-06-25,롯데,1,한화,8,9,O
2016-06-25,두산,8,SK,6,14,E
2016-06-25,넥센,8,LG,6,14,E
2016-06-26,KIA,15,NC,4,19,O
2016-06-26,KT,8,삼성,11,19,O
2016-06-26,롯데,12,한화,4,16,E
2016-06-26,두산,5,SK,6,11,O
2016-06-26,넥센,1,LG,2,3,O
2016-06-28,NC,3,두산,12,15,O
2016-06-28,한화,13,넥센,3,16,E
2016-06-28,SK,11,KT,1,12,E
2016-06-28,LG,2,KIA,11,13,O
2016-06-28,삼성,4,롯데,7,11,O
2016-06-29,삼성,4,롯데,5,9,O
2016-06-29,LG,4,KIA,5,9,O
2016-06-29,SK,7,KT,4,11,O
2016-06-29,한화,4,넥센,7,11,O
2016-06-29,NC,10,두산,4,14,E
2016-06-30,NC,0,두산,4,4,E
2016-06-30,한화,5,넥센,11,16,E
2016-06-30,SK,5,KT,10,15,O
2016-06-30,LG,10,KIA,9,19,O
2016-06-30,삼성,6,롯데,7,13,O
2016-07-01,KIA,7,넥센,10,17,O
2016-07-02,두산,4,한화,1,5,O
2016-07-02,KIA,5,넥센,8,13,O
2016-07-02,SK,4,LG,2,6,E
2016-07-03,SK,9,LG,7,16,E
2016-07-03,KIA,6,넥센,7,13,O
2016-07-05,LG,3,삼성,7,10,E
2016-07-06,넥센,6,두산,5,11,O
2016-07-06,한화,13,SK,2,15,O
2016-07-06,KIA,7,KT,0,7,O
2016-07-06,롯데,3,NC,12,15,O
2016-07-07,롯데,4,NC,8,12,E
2016-07-07,LG,11,삼성,12,23,O
2016-07-07,KIA,5,KT,2,7,O
2016-07-07,한화,14,SK,4,18,E
2016-07-07,넥센,1,두산,4,5,O
2016-07-08,LG,5,롯데,8,13,O
2016-07-08,삼성,3,한화,6,9,O
2016-07-08,KT,3,SK,8,11,O
2016-07-08,NC,11,넥센,9,20,E
2016-07-08,KIA,12,두산,6,18,E
2016-07-09,KIA,6,두산,7,13,O
2016-07-09,NC,4,넥센,7,11,O
2016-07-09,KT,8,SK,6,14,E
2016-07-09,삼성,4,한화,4,8,E
2016-07-09,LG,12,롯데,13,25,O
2016-07-10,LG,6,롯데,0,6,E
2016-07-10,삼성,6,한화,10,16,E
2016-07-10,KT,7,SK,6,13,O
2016-07-10,NC,7,넥센,9,16,E
2016-07-10,KIA,13,두산,3,16,E
2016-07-12,두산,9,NC,5,14,E
2016-07-12,SK,7,KIA,3,10,E
2016-07-12,롯데,4,삼성,8,12,E
2016-07-12,넥센,7,KT,5,12,E
2016-07-12,한화,4,LG,5,9,O
2016-07-13,한화,7,LG,5,12,E
2016-07-13,넥센,11,KT,8,19,O
2016-07-13,롯데,13,삼성,12,25,O
2016-07-13,SK,3,KIA,4,7,O
2016-07-13,두산,2,NC,6,8,E
2016-07-14,두산,3,NC,4,7,O
2016-07-14,SK,11,KIA,4,15,O
2016-07-14,롯데,4,삼성,2,6,E
2016-07-14,넥센,10,KT,5,15,O
2016-07-14,한화,7,LG,4,11,O
2016-07-19,SK,5,NC,4,9,O
2016-07-19,KIA,6,롯데,1,7,O
2016-07-19,KT,7,한화,17,24,E
2016-07-19,LG,12,넥센,6,18,E
2016-07-19,삼성,1,두산,3,4,E
2016-07-20,삼성,5,두산,4,9,O
2016-07-20,LG,3,넥센,7,10,E
2016-07-20,KT,4,한화,1,5,O
2016-07-20,KIA,6,롯데,9,15,O
2016-07-20,SK,2,NC,4,6,E
2016-07-21,SK,4,NC,7,11,O
2016-07-21,KIA,1,롯데,10,11,O
2016-07-21,KT,1,한화,8,9,O
2016-07-21,LG,4,넥센,7,11,O
2016-07-21,삼성,6,두산,3,9,O
2016-07-22,한화,2,롯데,10,12,E
2016-07-22,NC,4,KIA,9,13,O
2016-07-22,삼성,6,KT,7,13,O
2016-07-22,넥센,6,SK,7,13,O
2016-07-22,두산,14,LG,3,17,O
2016-07-23,두산,7,LG,9,16,E
2016-07-23,넥센,10,SK,2,12,E
2016-07-23,삼성,12,KT,2,14,E
2016-07-23,NC,5,KIA,0,5,O
2016-07-23,한화,6,롯데,7,13,O
2016-07-24,한화,8,롯데,1,9,O
2016-07-24,NC,8,KIA,2,10,E
2016-07-24,삼성,1,KT,2,3,O
2016-07-24,넥센,3,SK,4,7,O
2016-07-24,두산,3,LG,2,5,O
2016-07-26,KT,0,KIA,13,13,O
2016-07-26,NC,5,삼성,4,9,O
2016-07-26,SK,9,한화,4,13,O
2016-07-26,두산,7,넥센,1,8,E
2016-07-26,롯데,12,LG,10,22,E
2016-07-27,롯데,1,LG,7,8,E
2016-07-27,두산,4,넥센,9,13,O
2016-07-27,SK,0,한화,8,8,E
2016-07-27,NC,6,삼성,10,16,E
2016-07-27,KT,3,KIA,8,11,O
2016-07-28,KT,3,KIA,9,12,E
2016-07-28,NC,9,삼성,5,14,E
2016-07-28,SK,8,한화,12,20,E
2016-07-28,두산,1,넥센,12,13,O
2016-07-28,롯데,2,LG,5,7,O
2016-07-29,LG,2,NC,1,3,O
2016-07-29,넥센,5,삼성,6,11,O
2016-07-29,롯데,11,KT,12,23,O
2016-07-29,KIA,14,SK,8,22,E
2016-07-29,한화,9,두산,8,17,O
2016-07-30,LG,13,NC,5,18,E
2016-07-30,롯데,3,KT,4,7,O
2016-07-30,KIA,2,SK,1,3,O
2016-07-30,한화,10,두산,9,19,O
2016-07-31,한화,4,두산,10,14,E
2016-07-31,KIA,6,SK,5,11,O
2016-07-31,롯데,2,KT,3,5,O
2016-07-31,LG,8,NC,10,18,E
2016-08-02,LG,1,두산,12,13,O
2016-08-02,한화,9,KIA,10,19,O
2016-08-03,넥센,5,롯데,6,11,O
2016-08-03,한화,8,KIA,1,9,O
2016-08-03,삼성,4,SK,8,12,E
2016-08-03,LG,7,두산,5,12,E
2016-08-04,LG,6,두산,5,11,O
2016-08-04,삼성,6,SK,5,11,O
2016-08-04,한화,5,KIA,7,12,E
2016-08-04,넥센,5,롯데,4,9,O
2016-08-04,KT,2,NC,9,11,O
2016-08-05,두산,2,롯데,5,7,O
2016-08-05,KIA,5,삼성,8,13,O
2016-08-05,NC,4,한화,14,18,E
2016-08-05,SK,7,넥센,5,12,E
2016-08-05,KT,1,LG,12,13,O
2016-08-06,KT,1,LG,4,5,O
2016-08-06,SK,7,넥센,6,13,O
2016-08-06,NC,11,한화,3,14,E
2016-08-06,KIA,13,삼성,6,19,O
2016-08-06,두산,1,롯데,11,12,E
2016-08-07,두산,12,롯데,7,19,O
2016-08-07,KIA,7,삼성,11,18,E
2016-08-07,NC,3,한화,8,11,O
2016-08-07,SK,1,넥센,4,5,O
2016-08-07,KT,4,LG,10,14,E
2016-08-09,롯데,0,NC,13,13,O
2016-08-09,삼성,6,한화,9,15,O
2016-08-09,넥센,6,KT,2,8,E
2016-08-09,LG,9,SK,4,13,O
2016-08-09,KIA,4,두산,11,15,O
2016-08-10,KIA,12,두산,4,16,E
2016-08-10,LG,5,SK,3,8,E
2016-08-10,넥센,5,KT,1,6,E
2016-08-10,삼성,16,한화,7,23,O
2016-08-10,롯데,5,NC,7,12,E
2016-08-11,한화,3,롯데,2,5,O
2016-08-11,두산,6,삼성,1,7,O
2016-08-11,KT,3,SK,10,13,O
2016-08-11,KIA,7,넥센,8,15,O
2016-08-11,NC,2,LG,4,6,E
2016-08-12,NC,5,LG,6,11,O
2016-08-12,KIA,8,넥센,2,10,E
2016-08-12,KT,5,SK,9,14,E
2016-08-12,두산,8,삼성,7,15,O
2016-08-12,한화,3,롯데,4,7,O
2016-08-13,KT,2,NC,3,5,O
2016-08-13,한화,4,KIA,6,10,E
2016-08-13,LG,5,삼성,8,13,O
2016-08-13,롯데,3,SK,4,7,O
2016-08-13,넥센,0,두산,8,8,E
2016-08-14,넥센,1,두산,6,7,O
2016-08-14,롯데,5,SK,6,11,O
2016-08-14,LG,2,삼성,6,8,E
2016-08-14,한화,3,KIA,2,5,O
2016-08-14,KT,6,NC,5,11,O
2016-08-16,삼성,12,NC,5,17,O
2016-08-16,KT,7,KIA,4,11,O
2016-08-16,두산,13,한화,3,16,E
2016-08-16,롯데,1,넥센,8,9,O
2016-08-16,SK,4,LG,11,15,O
2016-08-17,삼성,5,NC,9,14,E
2016-08-17,두산,7,한화,4,11,O
2016-08-17,롯데,0,넥센,7,7,O
2016-08-17,SK,10,LG,6,16,E
2016-08-18,한화,8,LG,5,13,O
2016-08-18,NC,4,넥센,6,10,E
2016-08-18,두산,9,SK,5,14,E
2016-08-18,삼성,13,KT,5,18,E
2016-08-18,KIA,3,롯데,4,7,O
2016-08-19,KIA,10,롯데,9,19,O
2016-08-19,삼성,13,KT,6,19,O
2016-08-19,두산,8,SK,3,11,O
2016-08-19,NC,7,넥센,0,7,O
2016-08-19,한화,2,LG,3,5,O
2016-08-20,SK,3,롯데,2,5,O
2016-08-20,LG,2,KIA,3,5,O
2016-08-20,한화,9,KT,10,19,O
2016-08-20,삼성,5,넥센,6,11,O
2016-08-20,NC,3,두산,13,16,E
2016-08-21,NC,9,두산,4,13,O
2016-08-21,삼성,0,넥센,2,2,E
2016-08-21,한화,12,KT,6,18,E
2016-08-21,LG,9,KIA,8,17,O
2016-08-21,SK,3,롯데,4,7,O
2016-08-23,KIA,1,NC,12,13,O
2016-08-23,KT,4,롯데,8,12,E
2016-08-23,SK,8,삼성,9,17,O
2016-08-23,LG,6,두산,5,11,O
2016-08-24,KIA,6,NC,3,9,O
2016-08-24,KT,5,롯데,2,7,O
2016-08-24,SK,4,삼성,3,7,O
